created_at,tweets,topic,frame,topic_justification,frame_justification,sentiment
2024-12-22 14:24:15+00:00,"Met HH Shaikha AJ Al-Sabah in Kuwait. She has distinguished herself for her passion towards Yoga and fitness. She has established her own Yoga and wellness studio, which is quite popular in Kuwait. We talked about ways to make Yoga more popular among the youth.",Law & Order / Corruption & Governance,Neutral,"Mentions ed , which signals the 'Law & Order / Corruption & Governance' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.9214
2024-12-22 10:57:31+00:00,"I am honoured to be conferred the Mubarak Al-Kabeer Order by His Highness the Amir of Kuwait, Sheikh Meshal Al-Ahmad Al-Jaber Al Sabah. I dedicate this honour to the people of India and to the strong friendship between India and Kuwait.",Law & Order / Corruption & Governance,Neutral,"Mentions ed , which signals the 'Law & Order / Corruption & Governance' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.9297
2024-12-21 19:09:09+00:00,"Glad to have met His Highness the Amir of Kuwait, Sheikh Meshal Al-Ahmad Al-Jaber Al Sabah during the opening ceremony of the Arabian Gulf Cup.",Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.4588
2024-12-21 17:57:42+00:00,Gratitude to the Indian community for the community programme in Kuwait. Here are some glimpses.,Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.5106
2024-12-21 17:55:56+00:00,"Attended the opening ceremony of the Arabian Gulf Cup. This grand sporting event celebrates the spirit of football in the region. I thank His Highness Sheikh Meshal Al-Ahmad Al-Jaber Al-Sabah, the Amir of Kuwait, for inviting me to witness this event.",Infrastructure & Transport,Neutral,"Mentions port, which signals the 'Infrastructure & Transport' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.9042
2024-12-21 13:31:55+00:00,The warmth and affection of the Indian diaspora in Kuwait is extraordinary. Addressing a community programme.,Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.7506
2024-12-21 12:23:55+00:00,Happy to see Arabic translations of the Ramayan and Mahabharat. I compliment Abdullah Al-Baroun and Abdul Lateef Al-Nesef for their efforts in translating and publishing it. Their initiative highlights the popularity of Indian culture globally.,Foreign Policy & National Security,Neutral,"Mentions un , which signals the 'Foreign Policy & National Security' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.872
2024-12-21 12:21:40+00:00,Delighted to have met Shri @MangalSainHanda Ji in Kuwait this afternoon. I admire his contribution to India and his passion for India's development.,Infrastructure & Transport,Neutral,"Mentions development, which signals the 'Infrastructure & Transport' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.8555
2024-12-21 12:19:23+00:00,"Received a heartwarming welcome from the vibrant Indian diaspora in Kuwait. Their energy, love and unwavering connection to India are truly inspiring. Grateful for their enthusiasm and proud of their contributions to strengthening ties between our nations.",Law & Order / Corruption & Governance,Praising themselves,"Mentions ed , which signals the 'Law & Order / Corruption & Governance' domain. The tweet’s core content revolves around this policy area.","Contains self-referential achievement cues (e.g., 'we have', 'inaugurated', 'delivered'). The tone highlights own party/government performance.",0.9858
2024-12-21 09:55:11+00:00,"Landed in Kuwait to a warm welcome. This is the first visit by an Indian PM in 43 years, and it will undoubtedly strengthen the India-Kuwait friendship across various sectors. I look forward to the programmes scheduled for later today and tomorrow.",Law & Order / Corruption & Governance,Making promises,"Mentions ed , which signals the 'Law & Order / Corruption & Governance' domain. The tweet’s core content revolves around this policy area.","Future-tense commitment markers appear (e.g., 'will', 'guarantee', 'ensure'). The tweet frames the topic around pledged action.",0.8442
2024-12-21 05:09:23+00:00,Absolutely! I look forward to meeting @MangalSainHanda Ji in Kuwait today.,Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-12-21 03:49:53+00:00,"Kutch awaits you all! Come, discover the pristine White Rann, the spectacular culture and warm hospitality of Kutch during the ongoing Rann Utsav. The festival, which goes on till March 2025 promises to be an unforgettable experience for you and your family.","Culture, Heritage & Sports",Neutral,"Mentions culture, festival, which signals the 'Culture, Heritage & Sports' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.807
2024-10-06 12:21:45+00:00,Congratulations! I am sure you will give your best as you always do and mobilise huge support for BJP and MahaYuti. @BJP4Maharashtra @KiritSomaiya,Infrastructure & Transport,Making promises,"Mentions port, which signals the 'Infrastructure & Transport' domain. The tweet’s core content revolves around this policy area.","Future-tense commitment markers appear (e.g., 'will', 'guarantee', 'ensure'). The tweet frames the topic around pledged action.",0.9402
2024-11-20 03:48:37+00:00,"For a prosperous, progressive, and developed Maharashtra, Cast your vote! Participate in the festival of democracy!",Law & Order / Corruption & Governance,Neutral,"Mentions ed , which signals the 'Law & Order / Corruption & Governance' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.7835
2024-11-16 05:08:30+00:00,"In conversation with The Hindu, spoke about the Congress manifesto, vote jihad and much more... Read on... @the_hindu",Elections & Campaigning,Neutral,"Mentions manifesto, vote, which signals the 'Elections & Campaigning' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-11-16 03:11:37+00:00,"Sharing insights on Ladki Bahin Yojana, target seats of 2024, and equation of MahaYuti. Read my interview in Hindustan Times. @htTweets",Welfare & Social Schemes,Neutral,"Mentions yojana, which signals the 'Welfare & Social Schemes' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.4215
2024-11-16 03:06:05+00:00,"In a conversation with 'Times of India', I spoke on BJP-NCP meet, MahaYuti's face for CM, Maratha reservation and more... Read on... @timesofindia",Welfare & Social Schemes,Neutral,"Mentions reservation, which signals the 'Welfare & Social Schemes' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-11-15 09:32:56+00:00,"Batenge toh katenge, ek hai toh safe hai' Do read my interview with 'Indian Express' on Maharashtra elections, Congress' divisive approach and farmers. @IndianExpress",Agriculture & Farmers,Neutral,"Mentions farmer, which signals the 'Agriculture & Farmers' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.4404
